book_id,title,author,narrator,genre,duration,description,tags,rating,average_rating,total_ratings,duration_hours,release_date
100,Golden Mountain,Alexander Anderson,Amelia Rodriguez,Self-Help,902,"In this romantic self-help masterpiece, Alexander Anderson crafts a compelling narrative that will keep you hooked until the last page.","atmospheric, romantic",3.0,4.0,600,6.5,2023-05-05
101,Falling Time,Sofia Thomas,Olivia Thomas,Biography,933,'Falling Time' is a brilliant biography work that highlights Sofia Thomas's exceptional storytelling abilities.,"award-winning, philosophical, dark, atmospheric",4.7,4.8,950,10.0,2023-03-20
102,Golden Storm,John Garcia,Benjamin Anderson,Fantasy,571,"A captivating fantasy novel by John Garcia, 'Golden Storm' delves into the complex world of adventure.","emotional, action-packed, complex-plot, atmospheric, suspenseful",3.2,4.0,600,6.5,2023-05-05
103,Falling Mountain Dream,Isabella Anderson,Ava Brown,Business,1154,'Falling Mountain Dream' is a brilliant business work that demonstrates Isabella Anderson's exceptional storytelling abilities.,"atmospheric, award-winning, action-packed, educational, bestseller",4.9,4.8,950,10.0,2023-03-20
104,Modern River,Joseph Jackson,Alexander Williams,Thriller,920,'Modern River' is a masterful thriller work that demonstrates Joseph Jackson's exceptional storytelling abilities.,"romantic, philosophical",4.8,4.8,950,10.0,2023-03-20
105,Ancient River,Sofia Anderson,Elizabeth Moore,Science Fiction,495,'Ancient River' is a brilliant science fiction work that demonstrates Sofia Anderson's exceptional storytelling abilities.,"character-driven, suspenseful",3.9,4.0,600,6.5,2023-05-05
106,Eternal Sky Moon,Benjamin Miller,Amelia Martinez,Fantasy,498,'Eternal Sky Moon' is a masterful fantasy work that highlights Benjamin Miller's exceptional storytelling abilities.,"suspenseful, bestseller, classic, award-winning, character-driven",4.0,4.8,950,10.0,2023-03-20
107,Healing Light,Emma Anderson,Amelia Miller,Historical Fiction,220,'Healing Light' is a brilliant historical fiction work that highlights Emma Anderson's exceptional storytelling abilities.,"educational, dark, contemporary, uplifting",3.3,4.0,600,6.5,2023-05-05
108,Broken Forest,Samuel Jackson,David Smith,Biography,948,"In this philosophical biography masterpiece, Samuel Jackson crafts a compelling narrative that will keep you hooked until the last page.","suspenseful, award-winning, inspiring, philosophical",4.9,4.8,950,10.0,2023-03-20
109,Broken Song,Alexander Garcia,James Lopez,Biography,686,"In this page-turner biography masterpiece, Alexander Garcia crafts a fascinating narrative that will keep you hooked until the last page.","bestseller, page-turner",4.4,4.0,600,6.5,2023-05-05
110,Golden River Light,David Wilson,Elizabeth Miller,Business,697,'Golden River Light' is a brilliant business work that demonstrates David Wilson's exceptional storytelling abilities.,"action-packed, thought-provoking",3.2,4.0,600,6.5,2023-05-05
111,Loud Journey Time,Isabella Jones,Daniel Martin,Fantasy,540,"In this page-turner fantasy masterpiece, Isabella Jones crafts a spellbinding narrative that will keep you hooked until the last page.","action-packed, inspiring, page-turner",3.1,4.0,600,6.5,2023-05-05
112,Secret Song,Emma Brown,William Martin,Historical Fiction,1177,'Secret Song' is a stunning historical fiction work that demonstrates Emma Brown's exceptional storytelling abilities.,"uplifting, thought-provoking, educational",3.1,4.0,600,6.5,2023-05-05
113,Endless Mountain Heart,Sophia Taylor,Sofia Garcia,Business,242,"In this action-packed business masterpiece, Sophia Taylor creates a spellbinding narrative that will keep you hooked until the last page.","action-packed, character-driven, contemporary, bestseller",3.8,4.0,600,6.5,2023-05-05
114,Dark River Soul,Isabella Miller,Emma Martinez,Romance,450,"A captivating romance novel by Isabella Miller, 'Dark River Soul' investigates the intriguing world of human relationships.","action-packed, contemporary, romantic, page-turner, educational",3.1,4.0,600,6.5,2023-05-05
115,Healing World,Elizabeth Martinez,Benjamin Garcia,Mystery,840,"In this uplifting mystery masterpiece, Elizabeth Martinez weaves a spellbinding narrative that will keep you hooked until the last page.","romantic, award-winning, suspenseful, uplifting, character-driven",3.4,4.8,950,10.0,2023-03-20
116,Wild Dance Dream,Amelia Moore,Isabella Davis,Literary Fiction,1038,"A captivating literary fiction novel by Amelia Moore, 'Wild Dance Dream' delves into the intriguing world of human relationships.","character-driven, classic, thought-provoking",3.7,4.0,600,6.5,2023-05-05
117,Secret Sky Song,Sophia Wilson,Amelia Jones,Literary Fiction,243,"In this atmospheric literary fiction masterpiece, Sophia Wilson weaves a fascinating narrative that will keep you hooked until the last page.","philosophical, romantic, contemporary, atmospheric",4.2,4.8,950,10.0,2023-03-20
118,Quiet Moon,Benjamin Martinez,Michael Moore,Thriller,1037,"A captivating thriller novel by Benjamin Martinez, 'Quiet Moon' explores the intriguing world of personal growth.","classic, thought-provoking",3.4,4.0,600,6.5,2023-05-05
119,Endless Ocean,Benjamin Garcia,John Garcia,Thriller,927,"A captivating thriller novel by Benjamin Garcia, 'Endless Ocean' delves into the fascinating world of human relationships.","philosophical, educational, action-packed, complex-plot",4.5,4.8,950,10.0,2023-03-20
120,Falling Star,David Gonzalez,Isabella Martin,Mystery,962,"In this suspenseful mystery masterpiece, David Gonzalez creates a fascinating narrative that will keep you hooked until the last page.","complex-plot, character-driven, suspenseful",4.5,4.8,950,10.0,2023-03-20
121,Lost Spirit Dance,Mia Hernandez,Sophia Jackson,Romance,969,"In this page-turner romance masterpiece, Mia Hernandez creates a fascinating narrative that will keep you hooked until the last page.","page-turner, contemporary",4.4,4.8,950,10.0,2023-03-20
122,Rising Mind,Elizabeth Jackson,Daniel Garcia,Literary Fiction,616,'Rising Mind' is a masterful literary fiction work that highlights Elizabeth Jackson's exceptional storytelling abilities.,"award-winning, classic",4.8,4.8,950,10.0,2023-03-20
123,Bright Song,Benjamin Williams,Olivia Anderson,Fantasy,579,"In this action-packed fantasy masterpiece, Benjamin Williams weaves a spellbinding narrative that will keep you hooked until the last page.","character-driven, emotional, action-packed, educational, thought-provoking",3.9,4.8,950,10.0,2023-03-20
124,Gentle Dance Sun,James Taylor,William Williams,Self-Help,1079,'Gentle Dance Sun' is a stunning self-help work that showcases James Taylor's exceptional storytelling abilities.,"contemporary, romantic, thought-provoking",3.2,4.0,600,6.5,2023-05-05
125,Loud Dance Mind,Samuel Lopez,David Garcia,Fantasy,669,"In this philosophical fantasy masterpiece, Samuel Lopez weaves a fascinating narrative that will keep you hooked until the last page.","philosophical, emotional, uplifting, romantic, classic",4.4,4.8,950,10.0,2023-03-20
126,Secret Time,Alexander Jackson,William Lopez,Literary Fiction,1009,'Secret Time' is a masterful literary fiction work that highlights Alexander Jackson's exceptional storytelling abilities.,"atmospheric, dark",3.3,4.0,600,6.5,2023-05-05
127,Broken River Soul,Samuel Miller,Ava Anderson,Fantasy,227,"In this uplifting fantasy masterpiece, Samuel Miller creates a spellbinding narrative that will keep you hooked until the last page.","romantic, uplifting",3.9,4.0,600,6.5,2023-05-05
128,Ancient Mind,Daniel Lopez,Samuel Garcia,Science Fiction,399,'Ancient Mind' is a masterful science fiction work that highlights Daniel Lopez's exceptional storytelling abilities.,"contemporary, thought-provoking, suspenseful, action-packed, atmospheric",3.4,4.0,600,6.5,2023-05-05
129,Modern Dream,Mia Moore,Isabella Smith,Mystery,474,"A captivating mystery novel by Mia Moore, 'Modern Dream' explores the fascinating world of adventure.","uplifting, action-packed, educational, character-driven, complex-plot",4.9,4.8,950,10.0,2023-03-20
130,Rising Journey,Sofia Brown,Mia Miller,Mystery,664,"In this philosophical mystery masterpiece, Sofia Brown crafts a fascinating narrative that will keep you hooked until the last page.","romantic, philosophical",3.0,4.0,600,6.5,2023-05-05
131,Sacred Sky,Olivia Garcia,Benjamin Davis,Biography,860,'Sacred Sky' is a brilliant biography work that highlights Olivia Garcia's exceptional storytelling abilities.,"thought-provoking, romantic",3.6,4.0,600,6.5,2023-05-05
132,Silent Memory River,Sofia Moore,James Lopez,Romance,643,"In this contemporary romance masterpiece, Sofia Moore creates a compelling narrative that will keep you hooked until the last page.","atmospheric, classic, suspenseful, inspiring, contemporary",3.5,4.0,600,6.5,2023-05-05
133,Rising River Song,Michael Smith,Michael Jackson,Mystery,610,"A captivating mystery novel by Michael Smith, 'Rising River Song' explores the intriguing world of adventure.","complex-plot, romantic, educational, uplifting",4.5,4.8,950,10.0,2023-03-20
134,Eternal Sun,Elizabeth Rodriguez,William Garcia,Historical Fiction,207,'Eternal Sun' is a brilliant historical fiction work that demonstrates Elizabeth Rodriguez's exceptional storytelling abilities.,"emotional, inspiring, award-winning",4.6,4.8,950,10.0,2023-03-20
135,Hidden Path,Alexander Rodriguez,Olivia Garcia,Fantasy,546,'Hidden Path' is a masterful fantasy work that highlights Alexander Rodriguez's exceptional storytelling abilities.,"award-winning, suspenseful, philosophical, character-driven, atmospheric",4.8,4.8,950,10.0,2023-03-20
136,Ancient Forest Journey,Samuel Garcia,James Williams,Business,308,"A captivating business novel by Samuel Garcia, 'Ancient Forest Journey' explores the intriguing world of human relationships.","classic, character-driven, atmospheric",3.6,4.0,600,6.5,2023-05-05
137,Fierce Shadow,Daniel Smith,Olivia Davis,Romance,974,"In this emotional romance masterpiece, Daniel Smith weaves a spellbinding narrative that will keep you hooked until the last page.","emotional, atmospheric, dark",4.1,4.8,950,10.0,2023-03-20
138,Golden City Light,Samuel Martin,Amelia Moore,Historical Fiction,642,"In this philosophical historical fiction masterpiece, Samuel Martin crafts a fascinating narrative that will keep you hooked until the last page.","atmospheric, classic, romantic, bestseller, philosophical",3.2,4.0,600,6.5,2023-05-05
139,Rising Shadow,Michael Hernandez,William Garcia,Mystery,1038,"A captivating mystery novel by Michael Hernandez, 'Rising Shadow' investigates the intriguing world of adventure.","dark, thought-provoking, atmospheric, classic, philosophical",3.8,4.8,950,10.0,2023-03-20
140,Secret Heart Mind,Isabella Thomas,William Taylor,Thriller,425,"A captivating thriller novel by Isabella Thomas, 'Secret Heart Mind' delves into the fascinating world of adventure.","romantic, contemporary, uplifting",3.1,4.0,600,6.5,2023-05-05
141,Quiet Moon,Amelia Martin,Amelia Johnson,Biography,582,"In this action-packed biography masterpiece, Amelia Martin weaves a fascinating narrative that will keep you hooked until the last page.","character-driven, uplifting, action-packed",4.3,4.8,950,10.0,2023-03-20
142,Rising Light Storm,Mia Taylor,Sophia Wilson,Mystery,477,"In this contemporary mystery masterpiece, Mia Taylor weaves a fascinating narrative that will keep you hooked until the last page.","classic, contemporary",4.6,4.8,950,10.0,2023-03-20
143,Ancient Path,Ava Martin,Michael Lopez,Self-Help,207,"In this inspiring self-help masterpiece, Ava Martin creates a spellbinding narrative that will keep you hooked until the last page.","emotional, inspiring, romantic, classic",4.3,4.8,950,10.0,2023-03-20
144,Modern Ocean,Ava Martin,Mia Davis,Thriller,272,"A captivating thriller novel by Ava Martin, 'Modern Ocean' delves into the intriguing world of human relationships.","character-driven, inspiring, emotional, page-turner",4.6,4.8,950,10.0,2023-03-20
145,Broken Journey Dream,John Jones,Mia Thomas,Thriller,656,'Broken Journey Dream' is a brilliant thriller work that showcases John Jones's exceptional storytelling abilities.,"bestseller, dark, suspenseful, thought-provoking, character-driven",3.9,4.8,950,10.0,2023-03-20
146,Gentle Sky Path,Ava Lopez,Joseph Anderson,Self-Help,491,'Gentle Sky Path' is a masterful self-help work that demonstrates Ava Lopez's exceptional storytelling abilities.,"classic, uplifting, educational, award-winning",3.1,4.0,600,6.5,2023-05-05
147,Healing Moon Storm,Emma Miller,Emma Jackson,Science Fiction,1121,'Healing Moon Storm' is a stunning science fiction work that showcases Emma Miller's exceptional storytelling abilities.,"atmospheric, complex-plot, uplifting, page-turner",4.8,4.8,950,10.0,2023-03-20
148,Wild Shadow Dream,Sophia Lopez,Daniel Brown,Historical Fiction,304,"In this character-driven historical fiction masterpiece, Sophia Lopez creates a fascinating narrative that will keep you hooked until the last page.","educational, inspiring, award-winning, character-driven",4.9,4.8,950,10.0,2023-03-20
149,Endless Sun,William Brown,Elizabeth Hernandez,Romance,962,"A captivating romance novel by William Brown, 'Endless Sun' investigates the fascinating world of personal growth.","educational, emotional, philosophical",3.3,4.0,600,6.5,2023-05-05
150,Fierce Light,Elizabeth Lopez,Elizabeth Wilson,Business,1058,"In this suspenseful business masterpiece, Elizabeth Lopez weaves a compelling narrative that will keep you hooked until the last page.","page-turner, suspenseful, romantic",4.6,4.8,950,10.0,2023-03-20
151,Endless Moon Song,Joseph Taylor,Sophia Jones,Biography,222,"In this thought-provoking biography masterpiece, Joseph Taylor crafts a compelling narrative that will keep you hooked until the last page.","inspiring, thought-provoking, dark, action-packed",4.8,4.8,950,10.0,2023-03-20
152,Wild World,Joseph Smith,William Wilson,Self-Help,886,'Wild World' is a stunning self-help work that demonstrates Joseph Smith's exceptional storytelling abilities.,"philosophical, dark, contemporary, page-turner, romantic",3.7,4.0,600,6.5,2023-05-05
153,Gentle River,Mia Lopez,Michael Martin,Fantasy,321,"In this dark fantasy masterpiece, Mia Lopez weaves a fascinating narrative that will keep you hooked until the last page.","romantic, dark, award-winning",4.8,4.8,950,10.0,2023-03-20
154,Golden Shadow,Ava Garcia,John Jones,Biography,745,"A captivating biography novel by Ava Garcia, 'Golden Shadow' investigates the complex world of personal growth.","suspenseful, bestseller, romantic",3.8,4.0,600,6.5,2023-05-05
155,Fierce Forest,Sophia Anderson,Alexander Lopez,Business,747,'Fierce Forest' is a masterful business work that demonstrates Sophia Anderson's exceptional storytelling abilities.,"thought-provoking, action-packed",4.9,4.8,950,10.0,2023-03-20
156,Forgotten Sun Spirit,Sofia Jackson,Olivia Martinez,Business,589,"A captivating business novel by Sofia Jackson, 'Forgotten Sun Spirit' explores the intriguing world of personal growth.","uplifting, philosophical",3.2,4.0,600,6.5,2023-05-05
157,Lost Story,Benjamin Garcia,Amelia Hernandez,Biography,1174,'Lost Story' is a masterful biography work that highlights Benjamin Garcia's exceptional storytelling abilities.,"character-driven, award-winning, suspenseful, inspiring, page-turner",5.0,4.8,950,10.0,2023-03-20
158,Loud Time Sun,Mia Jones,Isabella Hernandez,Science Fiction,486,"A captivating science fiction novel by Mia Jones, 'Loud Time Sun' delves into the fascinating world of personal growth.","uplifting, philosophical, classic, character-driven, dark",3.7,4.0,600,6.5,2023-05-05
159,Lost Light,Charlotte Garcia,Emma Taylor,Science Fiction,873,'Lost Light' is a masterful science fiction work that demonstrates Charlotte Garcia's exceptional storytelling abilities.,"educational, romantic, thought-provoking",4.7,4.8,950,10.0,2023-03-20
160,Endless Storm,Samuel Miller,William Lopez,Historical Fiction,289,"A captivating historical fiction novel by Samuel Miller, 'Endless Storm' delves into the intriguing world of personal growth.","atmospheric, character-driven",4.2,4.0,600,6.5,2023-05-05
161,Quiet City World,Emma Williams,Michael Taylor,Fantasy,1092,'Quiet City World' is a stunning fantasy work that highlights Emma Williams's exceptional storytelling abilities.,"thought-provoking, classic",3.6,4.0,600,6.5,2023-05-05
162,Secret Time Mind,Amelia Rodriguez,David Wilson,Self-Help,690,'Secret Time Mind' is a stunning self-help work that demonstrates Amelia Rodriguez's exceptional storytelling abilities.,"thought-provoking, action-packed, suspenseful",4.9,4.8,950,10.0,2023-03-20
163,Forgotten Mountain,Ava Williams,Elizabeth Moore,Biography,518,'Forgotten Mountain' is a brilliant biography work that highlights Ava Williams's exceptional storytelling abilities.,"thought-provoking, atmospheric, contemporary",3.0,4.0,600,6.5,2023-05-05
164,Modern Mountain Sun,Sophia Wilson,Benjamin Jackson,Literary Fiction,414,'Modern Mountain Sun' is a stunning literary fiction work that showcases Sophia Wilson's exceptional storytelling abilities.,"inspiring, bestseller, contemporary",4.5,4.8,950,10.0,2023-03-20
165,Falling Mind,Alexander Lopez,Benjamin Rodriguez,Self-Help,1096,"In this award-winning self-help masterpiece, Alexander Lopez creates a compelling narrative that will keep you hooked until the last page.","complex-plot, award-winning, character-driven, inspiring",4.7,4.8,950,10.0,2023-03-20
166,Sacred Memory,Mia Williams,Charlotte Brown,Literary Fiction,454,"In this atmospheric literary fiction masterpiece, Mia Williams creates a spellbinding narrative that will keep you hooked until the last page.","atmospheric, suspenseful",4.1,4.0,600,6.5,2023-05-05
167,Secret River Moon,Sofia Thomas,Daniel Smith,Literary Fiction,326,"A captivating literary fiction novel by Sofia Thomas, 'Secret River Moon' explores the fascinating world of personal growth.","complex-plot, thought-provoking, atmospheric, page-turner",3.1,4.0,600,6.5,2023-05-05
168,Bright Storm Moon,Amelia Rodriguez,Sophia Miller,Science Fiction,666,"In this award-winning science fiction masterpiece, Amelia Rodriguez crafts a compelling narrative that will keep you hooked until the last page.","emotional, action-packed, award-winning, classic, page-turner",3.8,4.8,950,10.0,2023-03-20
169,Forgotten Dance Dream,Emma Hernandez,Isabella Davis,Science Fiction,672,"In this romantic science fiction masterpiece, Emma Hernandez creates a fascinating narrative that will keep you hooked until the last page.","classic, bestseller, romantic, dark",4.7,4.8,950,10.0,2023-03-20
170,Loud Forest,John Johnson,Ava Anderson,Literary Fiction,208,"A captivating literary fiction novel by John Johnson, 'Loud Forest' explores the fascinating world of adventure.","dark, thought-provoking, page-turner, award-winning",4.0,4.0,600,6.5,2023-05-05
171,Sacred Light,Charlotte Miller,Isabella Anderson,Romance,1087,'Sacred Light' is a brilliant romance work that demonstrates Charlotte Miller's exceptional storytelling abilities.,"emotional, bestseller, complex-plot, romantic, inspiring",3.1,4.0,600,6.5,2023-05-05
172,Hidden Spirit,Samuel Jones,Sofia Taylor,Biography,1124,'Hidden Spirit' is a brilliant biography work that demonstrates Samuel Jones's exceptional storytelling abilities.,"contemporary, uplifting, thought-provoking",3.4,4.0,600,6.5,2023-05-05
173,Broken Dance,Sofia Wilson,Daniel Hernandez,Literary Fiction,1071,"In this atmospheric literary fiction masterpiece, Sofia Wilson crafts a fascinating narrative that will keep you hooked until the last page.","atmospheric, page-turner, bestseller",4.2,4.8,950,10.0,2023-03-20
174,Eternal Sun,Amelia Martin,Amelia Miller,Biography,1075,'Eternal Sun' is a brilliant biography work that highlights Amelia Martin's exceptional storytelling abilities.,"page-turner, action-packed",4.5,4.8,950,10.0,2023-03-20
175,Hidden Mind,Sophia Williams,Charlotte Martin,Biography,487,'Hidden Mind' is a stunning biography work that demonstrates Sophia Williams's exceptional storytelling abilities.,"page-turner, thought-provoking",5.0,4.8,950,10.0,2023-03-20
176,Wild Path City,John Wilson,Elizabeth Brown,Literary Fiction,639,'Wild Path City' is a brilliant literary fiction work that demonstrates John Wilson's exceptional storytelling abilities.,"classic, dark, uplifting, complex-plot, award-winning",4.2,4.8,950,10.0,2023-03-20
177,Sacred Light Moon,Isabella Gonzalez,Elizabeth Martin,Mystery,193,'Sacred Light Moon' is a masterful mystery work that highlights Isabella Gonzalez's exceptional storytelling abilities.,"action-packed, award-winning, classic, complex-plot",4.5,4.8,950,10.0,2023-03-20
178,Dark Path Journey,Ava Williams,Daniel Martin,Literary Fiction,268,"In this complex-plot literary fiction masterpiece, Ava Williams weaves a compelling narrative that will keep you hooked until the last page.","page-turner, complex-plot, action-packed, bestseller",4.1,4.8,950,10.0,2023-03-20
179,Lost Sky,Benjamin Lopez,Elizabeth Rodriguez,Biography,556,"A captivating biography novel by Benjamin Lopez, 'Lost Sky' investigates the intriguing world of adventure.","thought-provoking, complex-plot, inspiring, emotional",3.8,4.0,600,6.5,2023-05-05
180,Loud Time,Emma Smith,Ava Gonzalez,Mystery,478,"In this dark mystery masterpiece, Emma Smith creates a spellbinding narrative that will keep you hooked until the last page.","dark, complex-plot, bestseller",3.1,4.0,600,6.5,2023-05-05
181,Broken Time,David Miller,Emma Martinez,Self-Help,813,"In this award-winning self-help masterpiece, David Miller weaves a spellbinding narrative that will keep you hooked until the last page.","page-turner, classic, award-winning, uplifting",4.9,4.8,950,10.0,2023-03-20
182,Loud Shadow Shadow,Joseph Smith,Benjamin Hernandez,Thriller,1034,"A captivating thriller novel by Joseph Smith, 'Loud Shadow Shadow' investigates the complex world of human relationships.","page-turner, complex-plot, educational",3.0,4.0,600,6.5,2023-05-05
183,Rising Spirit,Mia Jackson,William Martin,Romance,474,"In this classic romance masterpiece, Mia Jackson crafts a fascinating narrative that will keep you hooked until the last page.","dark, bestseller, classic, inspiring, action-packed",3.6,4.0,600,6.5,2023-05-05
184,Fierce Song,John Lopez,Olivia Smith,Thriller,1047,"In this contemporary thriller masterpiece, John Lopez creates a compelling narrative that will keep you hooked until the last page.","contemporary, bestseller, action-packed",4.1,4.8,950,10.0,2023-03-20
185,Hidden Sky Memory,Benjamin Moore,Daniel Garcia,Mystery,779,"In this thought-provoking mystery masterpiece, Benjamin Moore crafts a spellbinding narrative that will keep you hooked until the last page.","thought-provoking, character-driven, emotional, classic",4.7,4.8,950,10.0,2023-03-20
186,Dark Moon,Sophia Miller,William Johnson,Fantasy,990,'Dark Moon' is a stunning fantasy work that showcases Sophia Miller's exceptional storytelling abilities.,"atmospheric, philosophical, bestseller, page-turner",4.3,4.8,950,10.0,2023-03-20
187,Silent Dance,Daniel Rodriguez,Michael Thomas,Science Fiction,615,"A captivating science fiction novel by Daniel Rodriguez, 'Silent Dance' delves into the complex world of adventure.","bestseller, award-winning, suspenseful, dark",3.7,4.8,950,10.0,2023-03-20
188,Broken Dance Shadow,Mia Lopez,Michael Williams,Romance,1183,"In this emotional romance masterpiece, Mia Lopez crafts a spellbinding narrative that will keep you hooked until the last page.","classic, atmospheric, character-driven, suspenseful, emotional",3.8,4.8,950,10.0,2023-03-20
189,Sacred Forest Storm,Ava Jones,Sofia Thomas,Historical Fiction,446,"A captivating historical fiction novel by Ava Jones, 'Sacred Forest Storm' delves into the fascinating world of human relationships.","complex-plot, inspiring, thought-provoking, page-turner",4.2,4.8,950,10.0,2023-03-20
190,Mysterious Ocean Mountain,Joseph Thomas,John Johnson,Romance,812,"A captivating romance novel by Joseph Thomas, 'Mysterious Ocean Mountain' explores the complex world of human relationships.","thought-provoking, inspiring, action-packed",5.0,4.8,950,10.0,2023-03-20
191,Forgotten Sun,Olivia Taylor,Ava Brown,Literary Fiction,939,"In this atmospheric literary fiction masterpiece, Olivia Taylor crafts a fascinating narrative that will keep you hooked until the last page.","classic, emotional, educational, contemporary, atmospheric",4.1,4.8,950,10.0,2023-03-20
192,Secret Memory,Joseph Williams,Isabella Martinez,Literary Fiction,534,"In this thought-provoking literary fiction masterpiece, Joseph Williams creates a compelling narrative that will keep you hooked until the last page.","thought-provoking, classic, complex-plot, uplifting",3.8,4.8,950,10.0,2023-03-20
193,Broken Sky,David Wilson,Isabella Rodriguez,Self-Help,894,"A captivating self-help novel by David Wilson, 'Broken Sky' delves into the complex world of personal growth.","uplifting, dark, character-driven, philosophical, romantic",3.3,4.0,600,6.5,2023-05-05
194,Endless Spirit,William Anderson,Sofia Martin,Thriller,938,"A captivating thriller novel by William Anderson, 'Endless Spirit' explores the complex world of human relationships.","contemporary, suspenseful",3.7,4.8,950,10.0,2023-03-20
195,Gentle Time,William Williams,Olivia Gonzalez,Science Fiction,594,'Gentle Time' is a brilliant science fiction work that highlights William Williams's exceptional storytelling abilities.,"educational, bestseller, contemporary, romantic",5.0,4.8,950,10.0,2023-03-20
196,Sacred Sun Memory,Sophia Anderson,Daniel Williams,Mystery,860,"In this uplifting mystery masterpiece, Sophia Anderson creates a compelling narrative that will keep you hooked until the last page.","uplifting, thought-provoking, atmospheric",3.0,4.0,600,6.5,2023-05-05
197,Gentle Journey,James Jones,Amelia Smith,Self-Help,882,"A captivating self-help novel by James Jones, 'Gentle Journey' investigates the complex world of personal growth.","educational, philosophical, complex-plot, character-driven",4.2,4.8,950,10.0,2023-03-20
198,Mysterious Mountain Light,Mia Rodriguez,Benjamin Moore,Self-Help,222,"A captivating self-help novel by Mia Rodriguez, 'Mysterious Mountain Light' delves into the complex world of human relationships.","page-turner, dark",3.0,4.0,600,6.5,2023-05-05
199,Dark World City,John Hernandez,David Martin,Romance,286,"In this suspenseful romance masterpiece, John Hernandez creates a spellbinding narrative that will keep you hooked until the last page.","emotional, page-turner, dark, suspenseful",4.0,4.8,950,10.0,2023-03-20
200,Lost Sun,Olivia Smith,Sophia Hernandez,Literary Fiction,660,"A captivating literary fiction novel by Olivia Smith, 'Lost Sun' investigates the fascinating world of adventure.","award-winning, classic, thought-provoking, complex-plot, bestseller",4.1,4.8,950,10.0,2023-03-20
